Países,Anos,Cod país,Expectativa de vida,Região,Grupo de renda
Monaco,2005,MCO,,Europe & Central Asia,High income
Moldova,2005,MDA,67.82,Europe & Central Asia,Upper middle income
Madagascar,2005,MDG,61.212,Sub-Saharan Africa,Low income
Maldives,2005,MDV,73.612,South Asia,Upper middle income
Mexico,2005,MEX,75.3,Latin America & Caribbean,Upper middle income
Marshall Islands,2005,MHL,,East Asia & Pacific,Upper middle income
North Macedonia,2005,MKD,73.69756097560976,Europe & Central Asia,Upper middle income
Mali,2005,MLI,52.057,Sub-Saharan Africa,Low income
Malta,2005,MLT,79.3,Middle East & North Africa,High income
Myanmar,2005,MMR,61.607,East Asia & Pacific,Lower middle income
Montenegro,2005,MNE,73.9829268292683,Europe & Central Asia,Upper middle income
Mongolia,2005,MNG,65.103,East Asia & Pacific,Lower middle income
Northern Mariana Islands,2005,MNP,,East Asia & Pacific,High income
Mozambique,2005,MOZ,50.387,Sub-Saharan Africa,Low income
Mauritania,2005,MRT,61.349,Sub-Saharan Africa,Lower middle income
Mauritius,2005,MUS,72.43219512195122,Sub-Saharan Africa,Upper middle income
Malawi,2005,MWI,47.844,Sub-Saharan Africa,Low income
Malaysia,2005,MYS,73.555,East Asia & Pacific,Upper middle income
Namibia,2005,NAM,50.931,Sub-Saharan Africa,Upper middle income
Niger,2005,NER,53.411,Sub-Saharan Africa,Low income
Nigeria,2005,NGA,48.252,Sub-Saharan Africa,Lower middle income
Nicaragua,2005,NIC,71.195,Latin America & Caribbean,Lower middle income
Netherlands,2005,NLD,79.34634146341465,Europe & Central Asia,High income
Norway,2005,NOR,80.04146341463415,Europe & Central Asia,High income
Nepal,2005,NPL,65.264,South Asia,Lower middle income
Nauru,2005,NRU,,East Asia & Pacific,High income
New Zealand,2005,NZL,79.85121951219514,East Asia & Pacific,High income
Oman,2005,OMN,74.23,Middle East & North Africa,High income
Pakistan,2005,PAK,63.951,South Asia,Lower middle income
Panama,2005,PAN,75.892,Latin America & Caribbean,High income
Peru,2005,PER,72.908,Latin America & Caribbean,Upper middle income
Philippines,2005,PHL,69.112,East Asia & Pacific,Lower middle income
Palau,2005,PLW,69.12926829268292,East Asia & Pacific,Upper middle income
Papua New Guinea,2005,PNG,60.534,East Asia & Pacific,Lower middle income
Poland,2005,POL,74.99512195121952,Europe & Central Asia,High income
Puerto Rico,2005,PRI,78.29609756097562,Latin America & Caribbean,High income
Portugal,2005,PRT,78.0707317073171,Europe & Central Asia,High income
Paraguay,2005,PRY,71.667,Latin America & Caribbean,Upper middle income
Qatar,2005,QAT,78.252,Middle East & North Africa,High income
Romania,2005,ROU,71.91219512195123,Europe & Central Asia,High income
Rwanda,2005,RWA,55.254,Sub-Saharan Africa,Low income
Saudi Arabia,2005,SAU,73.256,Middle East & North Africa,High income
Sudan,2005,SDN,60.525,Sub-Saharan Africa,Low income
Senegal,2005,SEN,60.62,Sub-Saharan Africa,Lower middle income
Singapore,2005,SGP,79.99024390243903,East Asia & Pacific,High income
Solomon Islands,2005,SLB,69.158,East Asia & Pacific,Lower middle income
Sierra Leone,2005,SLE,44.502,Sub-Saharan Africa,Low income
El Salvador,2005,SLV,70.124,Latin America & Caribbean,Lower middle income
San Marino,2005,SMR,,Europe & Central Asia,High income
Somalia,2005,SOM,52.346,Sub-Saharan Africa,Low income
Serbia,2005,SRB,72.83414634146342,Europe & Central Asia,Upper middle income
South Sudan,2005,SSD,51.686,Sub-Saharan Africa,Low income
Sao Tome and Principe,2005,STP,64.659,Sub-Saharan Africa,Lower middle income
Suriname,2005,SUR,68.877,Latin America & Caribbean,Upper middle income
Slovenia,2005,SVN,77.61219512195122,Europe & Central Asia,High income
Sweden,2005,SWE,80.54634146341465,Europe & Central Asia,High income
Eswatini,2005,SWZ,42.518,Sub-Saharan Africa,Lower middle income
Seychelles,2005,SYC,72.13170731707318,Sub-Saharan Africa,High income
Chad,2005,TCD,48.549,Sub-Saharan Africa,Low income
Togo,2005,TGO,54.602,Sub-Saharan Africa,Low income
Thailand,2005,THA,72.099,East Asia & Pacific,Upper middle income
Tajikistan,2005,TJK,66.08,Europe & Central Asia,Lower middle income
Turkmenistan,2005,TKM,65.017,Europe & Central Asia,Upper middle income
Tonga,2005,TON,69.836,East Asia & Pacific,Upper middle income
Trinidad and Tobago,2005,TTO,70.691,Latin America & Caribbean,High income
Tunisia,2005,TUN,74.217,Middle East & North Africa,Lower middle income
Tuvalu,2005,TUV,,East Asia & Pacific,Upper middle income
Tanzania,2005,TZA,54.349,Sub-Saharan Africa,Lower middle income
Uganda,2005,UGA,51.676,Sub-Saharan Africa,Low income
Ukraine,2005,UKR,67.95682926829268,Europe & Central Asia,Lower middle income
Uruguay,2005,URY,75.826,Latin America & Caribbean,High income
United States,2005,USA,77.48780487804878,North America,High income
Uzbekistan,2005,UZB,68.407,Europe & Central Asia,Lower middle income
Vietnam,2005,VNM,74.092,East Asia & Pacific,Lower middle income
Vanuatu,2005,VUT,68.35,East Asia & Pacific,Lower middle income
Samoa,2005,WSM,70.374,East Asia & Pacific,Lower middle income
South Africa,2005,ZAF,53.447,Sub-Saharan Africa,Upper middle income
Zambia,2005,ZMB,48.496,Sub-Saharan Africa,Low income
Zimbabwe,2005,ZWE,43.241,Sub-Saharan Africa,Lower middle income
Afghanistan,2006,AFG,58.826,South Asia,Low income
Angola,2006,AGO,51.143,Sub-Saharan Africa,Lower middle income
Albania,2006,ALB,75.423,Europe & Central Asia,Upper middle income
Andorra,2006,AND,,Europe & Central Asia,High income
United Arab Emirates,2006,ARE,75.573,Middle East & North Africa,High income
Argentina,2006,ARG,74.62,Latin America & Caribbean,Upper middle income
Armenia,2006,ARM,72.716,Europe & Central Asia,Upper middle income
American Samoa,2006,ASM,,East Asia & Pacific,Upper middle income
Antigua and Barbuda,2006,ATG,75.204,Latin America & Caribbean,High income
Australia,2006,AUS,81.04146341463415,East Asia & Pacific,High income
Austria,2006,AUT,79.88048780487806,Europe & Central Asia,High income
Azerbaijan,2006,AZE,69.259,Europe & Central Asia,Upper middle income
Burundi,2006,BDI,54.163,Sub-Saharan Africa,Low income
Belgium,2006,BEL,79.38048780487804,Europe & Central Asia,High income
Benin,2006,BEN,57.817,Sub-Saharan Africa,Lower middle income
Burkina Faso,2006,BFA,54.063,Sub-Saharan Africa,Low income
Bangladesh,2006,BGD,68.213,South Asia,Lower middle income
Bulgaria,2006,BGR,72.61219512195122,Europe & Central Asia,Upper middle income
Bahrain,2006,BHR,75.478,Middle East & North Africa,High income
Bosnia and Herzegovina,2006,BIH,75.342,Europe & Central Asia,Upper middle income
Belarus,2006,BLR,69.40487804878049,Europe & Central Asia,Upper middle income
Belize,2006,BLZ,70.286,Latin America & Caribbean,Upper middle income
Bermuda,2006,BMU,78.8878048780488,North America,High income
Bolivia,2006,BOL,65.853,Latin America & Caribbean,Lower middle income
Brazil,2006,BRA,72.26,Latin America & Caribbean,Upper middle income
Barbados,2006,BRB,78.009,Latin America & Caribbean,High income
Bhutan,2006,BTN,66.031,South Asia,Lower middle income
Botswana,2006,BWA,53.435,Sub-Saharan Africa,Upper middle income
Central African Republic,2006,CAF,45.158,Sub-Saharan Africa,Low income
Canada,2006,CAN,80.34390243902439,North America,High income
Switzerland,2006,CHE,81.49024390243903,Europe & Central Asia,High income
Chile,2006,CHL,77.865,Latin America & Caribbean,High income
China,2006,CHN,73.271,East Asia & Pacific,Upper middle income
Cote d'Ivoire,2006,CIV,50.561,Sub-Saharan Africa,Lower middle income
Cameroon,2006,CMR,53.215,Sub-Saharan Africa,Lower middle income
Colombia,2006,COL,74.5,Latin America & Caribbean,Upper middle income
Comoros,2006,COM,60.407,Sub-Saharan Africa,Lower middle income
Costa Rica,2006,CRI,78.239,Latin America & Caribbean,Upper middle income
Cuba,2006,CUB,77.864,Latin America & Caribbean,Upper middle income
Cyprus,2006,CYP,78.764,Europe & Central Asia,High income
Germany,2006,DEU,79.1317073170732,Europe & Central Asia,High income
Djibouti,2006,DJI,58.34,Middle East & North Africa,Lower middle income
Dominica,2006,DMA,,Latin America & Caribbean,Upper middle income
Denmark,2006,DNK,78.09512195121954,Europe & Central Asia,High income
Dominican Republic,2006,DOM,71.041,Latin America & Caribbean,Upper middle income
Algeria,2006,DZA,73.521,Middle East & North Africa,Lower middle income
Ecuador,2006,ECU,74.319,Latin America & Caribbean,Upper middle income
Eritrea,2006,ERI,59.487,Sub-Saharan Africa,Low income
Spain,2006,ESP,80.8219512195122,Europe & Central Asia,High income
Estonia,2006,EST,72.69146341463414,Europe & Central Asia,High income
Ethiopia,2006,ETH,57.334,Sub-Saharan Africa,Low income
Finland,2006,FIN,79.21463414634147,Europe & Central Asia,High income
Fiji,2006,FJI,66.362,East Asia & Pacific,Upper middle income
France,2006,FRA,80.81219512195123,Europe & Central Asia,High income
Gabon,2006,GAB,58.641,Sub-Saharan Africa,Upper middle income
United Kingdom,2006,GBR,79.2487804878049,Europe & Central Asia,High income
Georgia,2006,GEO,70.635,Europe & Central Asia,Upper middle income
Ghana,2006,GHA,59.234,Sub-Saharan Africa,Lower middle income
Guinea,2006,GIN,54.052,Sub-Saharan Africa,Low income
Guinea-Bissau,2006,GNB,52.691,Sub-Saharan Africa,Low income
Equatorial Guinea,2006,GNQ,54.638,Sub-Saharan Africa,Upper middle income
Greece,2006,GRC,79.43902439024392,Europe & Central Asia,High income
Grenada,2006,GRD,73.125,Latin America & Caribbean,Upper middle income
Greenland,2006,GRL,68.66658536585366,Europe & Central Asia,High income
Guatemala,2006,GTM,70.082,Latin America & Caribbean,Upper middle income
Guam,2006,GUM,76.966,East Asia & Pacific,High income
Guyana,2006,GUY,66.972,Latin America & Caribbean,Upper middle income
Honduras,2006,HND,72.285,Latin America & Caribbean,Lower middle income
Croatia,2006,HRV,75.8368292682927,Europe & Central Asia,High income
Haiti,2006,HTI,59.028,Latin America & Caribbean,Lower middle income
Hungary,2006,HUN,73.09756097560977,Europe & Central Asia,High income
Indonesia,2006,IDN,67.717,East Asia & Pacific,Lower middle income
India,2006,IND,64.918,South Asia,Lower middle income
Ireland,2006,IRL,79.24146341463415,Europe & Central Asia,High income
Iraq,2006,IRQ,68.157,Middle East & North Africa,Upper middle income
Iceland,2006,ISL,81.15853658536587,Europe & Central Asia,High income
Israel,2006,ISR,80.55365853658537,Middle East & North Africa,High income
Italy,2006,ITA,81.28292682926829,Europe & Central Asia,High income
Jamaica,2006,JAM,74.143,Latin America & Caribbean,Upper middle income
Jordan,2006,JOR,72.763,Middle East & North Africa,Upper middle income
Japan,2006,JPN,82.3219512195122,East Asia & Pacific,High income
Kazakhstan,2006,KAZ,66.15,Europe & Central Asia,Upper middle income
Kenya,2006,KEN,56.093,Sub-Saharan Africa,Lower middle income
Cambodia,2006,KHM,63.927,East Asia & Pacific,Lower middle income
Kiribati,2006,KIR,64.712,East Asia & Pacific,Lower middle income
Kuwait,2006,KWT,73.66,Middle East & North Africa,High income
Lebanon,2006,LBN,77.26,Middle East & North Africa,Lower middle income
Liberia,2006,LBR,56.4,Sub-Saharan Africa,Low income
Libya,2006,LBY,72.063,Middle East & North Africa,Upper middle income
Sri Lanka,2006,LKA,74.904,South Asia,Lower middle income
Lesotho,2006,LSO,42.595,Sub-Saharan Africa,Lower middle income
Lithuania,2006,LTU,71.05609756097562,Europe & Central Asia,High income
Luxembourg,2006,LUX,79.2878048780488,Europe & Central Asia,High income
Latvia,2006,LVA,70.8658536585366,Europe & Central Asia,High income
Morocco,2006,MAR,72.403,Middle East & North Africa,Lower middle income
Monaco,2006,MCO,,Europe & Central Asia,High income
Moldova,2006,MDA,68.022,Europe & Central Asia,Upper middle income
Madagascar,2006,MDG,61.65,Sub-Saharan Africa,Low income
Maldives,2006,MDV,74.138,South Asia,Upper middle income
Mexico,2006,MEX,75.296,Latin America & Caribbean,Upper middle income
Marshall Islands,2006,MHL,,East Asia & Pacific,Upper middle income
North Macedonia,2006,MKD,73.89512195121952,Europe & Central Asia,Upper middle income
Mali,2006,MLI,52.839,Sub-Saharan Africa,Low income
Malta,2006,MLT,79.43902439024392,Middle East & North Africa,High income
Myanmar,2006,MMR,61.938,East Asia & Pacific,Lower middle income
Montenegro,2006,MNE,73.8390243902439,Europe & Central Asia,Upper middle income
Mongolia,2006,MNG,65.538,East Asia & Pacific,Lower middle income
Northern Mariana Islands,2006,MNP,,East Asia & Pacific,High income
Mozambique,2006,MOZ,50.641,Sub-Saharan Africa,Low income
Mauritania,2006,MRT,61.552,Sub-Saharan Africa,Lower middle income
Mauritius,2006,MUS,72.43219512195122,Sub-Saharan Africa,Upper middle income
Malawi,2006,MWI,49.118,Sub-Saharan Africa,Low income
Malaysia,2006,MYS,73.744,East Asia & Pacific,Upper middle income
Namibia,2006,NAM,51.609,Sub-Saharan Africa,Upper middle income
Niger,2006,NER,54.18,Sub-Saharan Africa,Low income
Nigeria,2006,NGA,48.812,Sub-Saharan Africa,Lower middle income
Nicaragua,2006,NIC,71.436,Latin America & Caribbean,Lower middle income
Netherlands,2006,NLD,79.69756097560976,Europe & Central Asia,High income
Norway,2006,NOR,80.34390243902439,Europe & Central Asia,High income
Nepal,2006,NPL,65.773,South Asia,Lower middle income
Nauru,2006,NRU,,East Asia & Pacific,High income
New Zealand,2006,NZL,80.04878048780489,East Asia & Pacific,High income
Oman,2006,OMN,74.577,Middle East & North Africa,High income
Pakistan,2006,PAK,64.176,South Asia,Lower middle income
Panama,2006,PAN,76.06,Latin America & Caribbean,High income
Peru,2006,PER,73.222,Latin America & Caribbean,Upper middle income
Philippines,2006,PHL,69.233,East Asia & Pacific,Lower middle income
Palau,2006,PLW,,East Asia & Pacific,Upper middle income
Papua New Guinea,2006,PNG,60.836,East Asia & Pacific,Lower middle income
Poland,2006,POL,75.1439024390244,Europe & Central Asia,High income
Puerto Rico,2006,PRI,78.41634146341464,Latin America & Caribbean,High income
Portugal,2006,PRT,78.41951219512195,Europe & Central Asia,High income
Paraguay,2006,PRY,71.862,Latin America & Caribbean,Upper middle income
Qatar,2006,QAT,78.425,Middle East & North Africa,High income
Romania,2006,ROU,72.16341463414635,Europe & Central Asia,High income
Rwanda,2006,RWA,57.083,Sub-Saharan Africa,Low income
Saudi Arabia,2006,SAU,73.355,Middle East & North Africa,High income
Sudan,2006,SDN,60.969,Sub-Saharan Africa,Low income
Senegal,2006,SEN,61.365,Sub-Saharan Africa,Lower middle income
Singapore,2006,SGP,80.14146341463415,East Asia & Pacific,High income
Solomon Islands,2006,SLB,69.462,East Asia & Pacific,Lower middle income
Sierra Leone,2006,SLE,45.517,Sub-Saharan Africa,Low income
El Salvador,2006,SLV,70.333,Latin America & Caribbean,Lower middle income
San Marino,2006,SMR,,Europe & Central Asia,High income
Somalia,2006,SOM,52.669,Sub-Saharan Africa,Low income
Serbia,2006,SRB,73.38536585365854,Europe & Central Asia,Upper middle income
South Sudan,2006,SSD,52.315,Sub-Saharan Africa,Low income
Sao Tome and Principe,2006,STP,65.27,Sub-Saharan Africa,Lower middle income
Suriname,2006,SUR,69.227,Latin America & Caribbean,Upper middle income
Slovenia,2006,SVN,78.08658536585367,Europe & Central Asia,High income
Sweden,2006,SWE,80.7487804878049,Europe & Central Asia,High income
Eswatini,2006,SWZ,42.733,Sub-Saharan Africa,Lower middle income
Seychelles,2006,SYC,72.21707317073172,Sub-Saharan Africa,High income
Chad,2006,TCD,48.907,Sub-Saharan Africa,Low income
Togo,2006,TGO,55.052,Sub-Saharan Africa,Low income
Thailand,2006,THA,72.499,East Asia & Pacific,Upper middle income
Tajikistan,2006,TJK,66.771,Europe & Central Asia,Lower middle income
Turkmenistan,2006,TKM,65.354,Europe & Central Asia,Upper middle income
Tonga,2006,TON,69.852,East Asia & Pacific,Upper middle income
Trinidad and Tobago,2006,TTO,70.952,Latin America & Caribbean,High income
Tunisia,2006,TUN,74.391,Middle East & North Africa,Lower middle income
Tuvalu,2006,TUV,,East Asia & Pacific,Upper middle income
Tanzania,2006,TZA,55.119,Sub-Saharan Africa,Lower middle income
Uganda,2006,UGA,52.784,Sub-Saharan Africa,Low income
Ukraine,2006,UKR,68.07756097560977,Europe & Central Asia,Lower middle income
Uruguay,2006,URY,76.046,Latin America & Caribbean,High income
United States,2006,USA,77.68780487804878,North America,High income
Uzbekistan,2006,UZB,68.676,Europe & Central Asia,Lower middle income
Vietnam,2006,VNM,74.295,East Asia & Pacific,Lower middle income
Vanuatu,2006,VUT,68.515,East Asia & Pacific,Lower middle income
Samoa,2006,WSM,70.642,East Asia & Pacific,Lower middle income
South Africa,2006,ZAF,53.795,Sub-Saharan Africa,Upper middle income
Zambia,2006,ZMB,49.757,Sub-Saharan Africa,Low income
Zimbabwe,2006,ZWE,43.853,Sub-Saharan Africa,Lower middle income
Afghanistan,2007,AFG,59.375,South Asia,Low income
Angola,2007,AGO,52.177,Sub-Saharan Africa,Lower middle income
Albania,2007,ALB,75.646,Europe & Central Asia,Upper middle income
Andorra,2007,AND,,Europe & Central Asia,High income
United Arab Emirates,2007,ARE,75.767,Middle East & North Africa,High income
Argentina,2007,ARG,74.787,Latin America & Caribbean,Upper middle income
Armenia,2007,ARM,72.815,Europe & Central Asia,Upper middle income
American Samoa,2007,ASM,,East Asia & Pacific,Upper middle income
Antigua and Barbuda,2007,ATG,75.376,Latin America & Caribbean,High income
Australia,2007,AUS,81.29268292682927,East Asia & Pacific,High income
Austria,2007,AUT,80.18048780487806,Europe & Central Asia,High income
Azerbaijan,2007,AZE,69.752,Europe & Central Asia,Upper middle income
Burundi,2007,BDI,54.944,Sub-Saharan Africa,Low income
Belgium,2007,BEL,79.7829268292683,Europe & Central Asia,High income
Benin,2007,BEN,58.255,Sub-Saharan Africa,Lower middle income
Burkina Faso,2007,BFA,54.841,Sub-Saharan Africa,Low income
Bangladesh,2007,BGD,68.648,South Asia,Lower middle income
Bulgaria,2007,BGR,72.66341463414635,Europe & Central Asia,Upper middle income
Bahrain,2007,BHR,75.625,Middle East & North Africa,High income
Bosnia and Herzegovina,2007,BIH,75.498,Europe & Central Asia,Upper middle income
Belarus,2007,BLR,70.20731707317074,Europe & Central Asia,Upper middle income
Belize,2007,BLZ,70.636,Latin America & Caribbean,Upper middle income
Bermuda,2007,BMU,78.93414634146342,North America,High income
Bolivia,2007,BOL,66.395,Latin America & Caribbean,Lower middle income
Brazil,2007,BRA,72.618,Latin America & Caribbean,Upper middle income
Barbados,2007,BRB,78.097,Latin America & Caribbean,High income
Bhutan,2007,BTN,66.709,South Asia,Lower middle income
Botswana,2007,BWA,54.983,Sub-Saharan Africa,Upper middle income
Central African Republic,2007,CAF,45.636,Sub-Saharan Africa,Low income
Canada,2007,CAN,80.54390243902441,North America,High income
Switzerland,2007,CHE,81.74146341463415,Europe & Central Asia,High income
Chile,2007,CHL,78.099,Latin America & Caribbean,High income
China,2007,CHN,73.553,East Asia & Pacific,Upper middle income
Cote d'Ivoire,2007,CIV,51.091,Sub-Saharan Africa,Lower middle income
Cameroon,2007,CMR,53.681,Sub-Saharan Africa,Lower middle income
Colombia,2007,COL,74.732,Latin America & Caribbean,Upper middle income
Comoros,2007,COM,60.734,Sub-Saharan Africa,Lower middle income
Costa Rica,2007,CRI,78.362,Latin America & Caribbean,Upper middle income
Cuba,2007,CUB,78.019,Latin America & Caribbean,Upper middle income
Cyprus,2007,CYP,78.91,Europe & Central Asia,High income
Germany,2007,DEU,79.53414634146343,Europe & Central Asia,High income
Djibouti,2007,DJI,58.719,Middle East & North Africa,Lower middle income
Dominica,2007,DMA,,Latin America & Caribbean,Upper middle income
Denmark,2007,DNK,78.19512195121952,Europe & Central Asia,High income
Dominican Republic,2007,DOM,71.304,Latin America & Caribbean,Upper middle income
Algeria,2007,DZA,73.936,Middle East & North Africa,Lower middle income
Ecuador,2007,ECU,74.514,Latin America & Caribbean,Upper middle income
Eritrea,2007,ERI,60.243,Sub-Saharan Africa,Low income
Spain,2007,ESP,80.87317073170732,Europe & Central Asia,High income
Estonia,2007,EST,72.81463414634148,Europe & Central Asia,High income
Ethiopia,2007,ETH,58.467,Sub-Saharan Africa,Low income
Finland,2007,FIN,79.26341463414636,Europe & Central Asia,High income
Fiji,2007,FJI,66.413,East Asia & Pacific,Upper middle income
France,2007,FRA,81.11219512195123,Europe & Central Asia,High income
Gabon,2007,GAB,59.229,Sub-Saharan Africa,Upper middle income
United Kingdom,2007,GBR,79.44878048780488,Europe & Central Asia,High income
Georgia,2007,GEO,70.765,Europe & Central Asia,Upper middle income
Ghana,2007,GHA,59.741,Sub-Saharan Africa,Lower middle income
Guinea,2007,GIN,54.864,Sub-Saharan Africa,Low income
Guinea-Bissau,2007,GNB,53.136,Sub-Saharan Africa,Low income
Equatorial Guinea,2007,GNQ,54.842,Sub-Saharan Africa,Upper middle income
Greece,2007,GRC,79.43902439024392,Europe & Central Asia,High income
Grenada,2007,GRD,73.096,Latin America & Caribbean,Upper middle income
Greenland,2007,GRL,69.37268292682927,Europe & Central Asia,High income
Guatemala,2007,GTM,70.409,Latin America & Caribbean,Upper middle income
Guam,2007,GUM,77.227,East Asia & Pacific,High income
Guyana,2007,GUY,67.247,Latin America & Caribbean,Upper middle income
Honduras,2007,HND,72.544,Latin America & Caribbean,Lower middle income
Croatia,2007,HRV,75.70560975609757,Europe & Central Asia,High income
Haiti,2007,HTI,59.408,Latin America & Caribbean,Lower middle income
Hungary,2007,HUN,73.15121951219513,Europe & Central Asia,High income
Indonesia,2007,IDN,68.105,East Asia & Pacific,Lower middle income
India,2007,IND,65.35,South Asia,Lower middle income
Ireland,2007,IRL,79.64146341463415,Europe & Central Asia,High income
Iraq,2007,IRQ,68.13,Middle East & North Africa,Upper middle income
Iceland,2007,ISL,81.45365853658538,Europe & Central Asia,High income
Israel,2007,ISR,80.50487804878051,Middle East & North Africa,High income
Italy,2007,ITA,81.43414634146342,Europe & Central Asia,High income
Jamaica,2007,JAM,74.129,Latin America & Caribbean,Upper middle income
Jordan,2007,JOR,72.931,Middle East & North Africa,Upper middle income
Japan,2007,JPN,82.50707317073172,East Asia & Pacific,High income
Kazakhstan,2007,KAZ,66.34,Europe & Central Asia,Upper middle income
Kenya,2007,KEN,57.463,Sub-Saharan Africa,Lower middle income
Cambodia,2007,KHM,64.697,East Asia & Pacific,Lower middle income
Kiribati,2007,KIR,64.953,East Asia & Pacific,Lower middle income
Kuwait,2007,KWT,73.807,Middle East & North Africa,High income
Lebanon,2007,LBN,77.609,Middle East & North Africa,Lower middle income
Liberia,2007,LBR,57.365,Sub-Saharan Africa,Low income
Libya,2007,LBY,72.155,Middle East & North Africa,Upper middle income
Sri Lanka,2007,LKA,75.037,South Asia,Lower middle income
Lesotho,2007,LSO,42.854,Sub-Saharan Africa,Lower middle income
Lithuania,2007,LTU,70.9,Europe & Central Asia,High income
Luxembourg,2007,LUX,79.3829268292683,Europe & Central Asia,High income
Latvia,2007,LVA,71.01951219512196,Europe & Central Asia,High income
Morocco,2007,MAR,73.009,Middle East & North Africa,Lower middle income
Monaco,2007,MCO,,Europe & Central Asia,High income
Moldova,2007,MDA,68.302,Europe & Central Asia,Upper middle income
Madagascar,2007,MDG,62.079,Sub-Saharan Africa,Low income
Maldives,2007,MDV,74.621,South Asia,Upper middle income
Mexico,2007,MEX,75.255,Latin America & Caribbean,Upper middle income
Marshall Islands,2007,MHL,,East Asia & Pacific,Upper middle income
North Macedonia,2007,MKD,73.8,Europe & Central Asia,Upper middle income
Mali,2007,MLI,53.553,Sub-Saharan Africa,Low income
Malta,2007,MLT,79.79268292682927,Middle East & North Africa,High income
Myanmar,2007,MMR,62.294,East Asia & Pacific,Lower middle income
Montenegro,2007,MNE,74.33902439024392,Europe & Central Asia,Upper middle income
Mongolia,2007,MNG,65.985,East Asia & Pacific,Lower middle income
Northern Mariana Islands,2007,MNP,,East Asia & Pacific,High income
Mozambique,2007,MOZ,50.934,Sub-Saharan Africa,Low income
Mauritania,2007,MRT,61.776,Sub-Saharan Africa,Lower middle income
Mauritius,2007,MUS,72.57073170731708,Sub-Saharan Africa,Upper middle income
Malawi,2007,MWI,50.595,Sub-Saharan Africa,Low income
Malaysia,2007,MYS,73.931,East Asia & Pacific,Upper middle income
Namibia,2007,NAM,52.593,Sub-Saharan Africa,Upper middle income
Niger,2007,NER,54.968,Sub-Saharan Africa,Low income
Nigeria,2007,NGA,49.373,Sub-Saharan Africa,Lower middle income
Nicaragua,2007,NIC,71.673,Latin America & Caribbean,Lower middle income
Netherlands,2007,NLD,80.09756097560975,Europe & Central Asia,High income
Norway,2007,NOR,80.39512195121952,Europe & Central Asia,High income
Nepal,2007,NPL,66.26,South Asia,Lower middle income
Nauru,2007,NRU,,East Asia & Pacific,High income
New Zealand,2007,NZL,80.15121951219513,East Asia & Pacific,High income
Oman,2007,OMN,74.893,Middle East & North Africa,High income
Pakistan,2007,PAK,64.42,South Asia,Lower middle income
Panama,2007,PAN,76.234,Latin America & Caribbean,High income
Peru,2007,PER,73.528,Latin America & Caribbean,Upper middle income
Philippines,2007,PHL,69.37,East Asia & Pacific,Lower middle income
Palau,2007,PLW,,East Asia & Pacific,Upper middle income
Papua New Guinea,2007,PNG,61.141,East Asia & Pacific,Lower middle income
Poland,2007,POL,75.2439024390244,Europe & Central Asia,High income
Puerto Rico,2007,PRI,78.4258536585366,Latin America & Caribbean,High income
Portugal,2007,PRT,78.3219512195122,Europe & Central Asia,High income
Paraguay,2007,PRY,72.055,Latin America & Caribbean,Upper middle income
Qatar,2007,QAT,78.601,Middle East & North Africa,High income
Romania,2007,ROU,72.56585365853658,Europe & Central Asia,High income
Rwanda,2007,RWA,58.915,Sub-Saharan Africa,Low income
Saudi Arabia,2007,SAU,73.467,Middle East & North Africa,High income
Sudan,2007,SDN,61.422,Sub-Saharan Africa,Low income
Senegal,2007,SEN,62.126,Sub-Saharan Africa,Lower middle income
Singapore,2007,SGP,80.44146341463416,East Asia & Pacific,High income
Solomon Islands,2007,SLB,69.762,East Asia & Pacific,Lower middle income
Sierra Leone,2007,SLE,46.52,Sub-Saharan Africa,Low income
El Salvador,2007,SLV,70.542,Latin America & Caribbean,Lower middle income
San Marino,2007,SMR,,Europe & Central Asia,High income
Somalia,2007,SOM,52.998,Sub-Saharan Africa,Low income
Serbia,2007,SRB,73.63170731707318,Europe & Central Asia,Upper middle income
South Sudan,2007,SSD,52.96,Sub-Saharan Africa,Low income
Sao Tome and Principe,2007,STP,65.854,Sub-Saharan Africa,Lower middle income
Suriname,2007,SUR,69.579,Latin America & Caribbean,Upper middle income
Slovenia,2007,SVN,78.56097560975611,Europe & Central Asia,High income
Sweden,2007,SWE,80.9,Europe & Central Asia,High income
Eswatini,2007,SWZ,43.308,Sub-Saharan Africa,Lower middle income
Seychelles,2007,SYC,73.14390243902439,Sub-Saharan Africa,High income
Chad,2007,TCD,49.335,Sub-Saharan Africa,Low income
Togo,2007,TGO,55.581,Sub-Saharan Africa,Low income
Thailand,2007,THA,72.916,East Asia & Pacific,Upper middle income
Tajikistan,2007,TJK,67.382,Europe & Central Asia,Lower middle income
Turkmenistan,2007,TKM,65.695,Europe & Central Asia,Upper middle income
Tonga,2007,TON,69.878,East Asia & Pacific,Upper middle income
Trinidad and Tobago,2007,TTO,71.21,Latin America & Caribbean,High income
Tunisia,2007,TUN,74.558,Middle East & North Africa,Lower middle income
Tuvalu,2007,TUV,,East Asia & Pacific,Upper middle income
Tanzania,2007,TZA,55.926,Sub-Saharan Africa,Lower middle income
Uganda,2007,UGA,53.887,Sub-Saharan Africa,Low income
Ukraine,2007,UKR,68.22219512195123,Europe & Central Asia,Lower middle income
Uruguay,2007,URY,76.251,Latin America & Caribbean,High income
United States,2007,USA,77.98780487804879,North America,High income
Uzbekistan,2007,UZB,68.939,Europe & Central Asia,Lower middle income
